corrected_grade,COURSE_NAME,COURSE_NUMBER,grade_type,inc_ovrdue?,inc_pfa?,inc_project?,LETTER_GRADE,stu_crs_lookup,STUDENT_ID,Max. ADDL_EXPECTED_PCNT,Max. COG_SKILL_PCNT,Max. CONCEPT_PCNT,Max. NUM_PROJECTS_OVERDUE,Max. OVERALL_SCORE,Max. POWER_EXPECTED_PCNT
I,SI-AP English Language,B300,project,TRUE,TRUE,TRUE,I,110135 B300,110135,33,37,,2,45,76
I,SI-Math III,C320,project,FALSE,TRUE,TRUE,I,110135 C320,110135,11,,63,0,57,55
I,SI-Chemistry,D200,project,TRUE,TRUE,TRUE,I,110135 D200,110135,0,53,,1,50,63
NP,College Readiness- WA,I1045,pnp_elec,TRUE,FALSE,TRUE,I,110135 I1045,110135,100,63,,2,74,100
A-,SI-AP US History,A300,project,FALSE,FALSE,FALSE,A-,110138 A300,110138,100,85,,0,90,100
B,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,B,110138 B300,110138,100,80,,0,86,100
A-,SI-Math III,C320,project,FALSE,FALSE,FALSE,A-,110138 C320,110138,77,,89,0,90,100
C+,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,C+,110138 D200,110138,0,83,,0,79,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,A-,110138 I1045,110138,100,88,,0,92,100
A,SI-Math III,C320,project,FALSE,FALSE,FALSE,A,110139 C320,110139,44,,98,0,94,100
A,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,A,110140 A200,110140,66,94,,0,93,100
A+,SI-English 10,B200,project,FALSE,FALSE,FALSE,A+,110140 B200,110140,100,96,,0,97,100
A-,SI-Math II,C220,project,FALSE,FALSE,FALSE,A-,110140 C220,110140,25,97,97,0,91,100
B,SI-Physics,D300,project,FALSE,FALSE,FALSE,B,110140 D300,110140,16,89,,0,85,100
B+,SI-Spanish 2,E200,project,FALSE,FALSE,FALSE,B+,110140 E200,110140,40,,,0,88,100
A,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,A,110141 A200,110141,41,98,,0,93,100
A+,SI-English 10,B200,project,FALSE,FALSE,FALSE,A+,110141 B200,110141,100,99,,0,99,100
A+,SI-Math III,C320,project,FALSE,FALSE,FALSE,A+,110141 C320,110141,66,,100,0,97,100
A+,SI-Physics,D300,project,FALSE,FALSE,FALSE,A+,110141 D300,110141,66,100,,0,97,100
B+,SI-Spanish 2,E200,project,FALSE,FALSE,FALSE,B+,110141 E200,110141,60,,,0,89,100
I,SI-Modern World 2,A200,project,FALSE,TRUE,FALSE,I,110143 A200,110143,0,84,,0,76,83
B,SI-English 10,B200,project,FALSE,FALSE,FALSE,B,110143 B200,110143,0,93,,0,86,100
B-,SI-Math II,C220,project,FALSE,FALSE,FALSE,B-,110143 C220,110143,0,80,89,0,81,100
I,SI-Physics,D300,project,TRUE,TRUE,FALSE,I,110143 D300,110143,0,86,,1,69,42
I,SI-Spanish 3,E300,project,TRUE,TRUE,FALSE,I,110143 E300,110143,0,,,1,81,50
B+,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,B+,110144 A200,110144,91,86,,0,89,100
A-,SI-English 10,B200,project,FALSE,FALSE,FALSE,A-,110144 B200,110144,100,86,,0,90,100
A,SI-Math II,C220,project,FALSE,FALSE,FALSE,A,110144 C220,110144,100,90,89,0,93,100
I,SI-Physics,D300,project,TRUE,FALSE,FALSE,I,110144 D300,110144,83,87,,2,89,100
I,SI-Spanish 2,E200,project,TRUE,FALSE,FALSE,I,110144 E200,110144,40,,,1,82,100
A-,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,A-,110145 A200,110145,25,97,,0,91,100
A-,SI-English 10,B200,project,FALSE,FALSE,FALSE,A-,110145 B200,110145,100,87,,0,91,100
B,SI-Math II,C220,project,FALSE,FALSE,FALSE,B,110145 C220,110145,25,82,95,0,86,100
B,SI-Physics,D300,project,FALSE,FALSE,FALSE,B,110145 D300,110145,50,85,,0,85,100
I,SI-Spanish 2,E200,project,TRUE,FALSE,FALSE,I,110145 E200,110145,80,,,1,86,100
A+,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,A+,110146 A200,110146,100,100,,0,100,100
A+,SI-English 10,B200,project,FALSE,FALSE,FALSE,A+,110146 B200,110146,100,100,,0,100,100
A-,SI-Math II,C220,project,FALSE,FALSE,FALSE,A-,110146 C220,110146,25,100,95,0,91,100
A,SI-Physics,D300,project,FALSE,FALSE,FALSE,A,110146 D300,110146,50,97,,0,93,100
B+,SI-Spanish 2,E200,project,FALSE,FALSE,FALSE,B+,110146 E200,110146,60,,,0,89,100
B-,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,B-,110148 A200,110148,0,84,,0,80,100
C,SI-English 10,B200,project,FALSE,FALSE,FALSE,C,110148 B200,110148,0,77,,0,75,100
C+,SI-Math II,C220,project,FALSE,FALSE,FALSE,C+,110148 C220,110148,0,82,82,0,78,100
I,SI-Physics,D300,project,TRUE,TRUE,FALSE,I,110148 D300,110148,0,92,,1,82,85
I,SI-Spanish 2,E200,project,TRUE,TRUE,FALSE,I,110148 E200,110148,0,,,1,63,55
A+,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,A+,110149 A200,110149,100,95,,0,97,100
A,SI-English 10,B200,project,FALSE,FALSE,FALSE,A,110149 B200,110149,100,94,,0,96,100
A,SI-Math II,C220,project,FALSE,FALSE,FALSE,A,110149 C220,110149,75,90,96,0,93,100
A,SI-Physics,D300,project,FALSE,FALSE,FALSE,A,110149 D300,110149,83,95,,0,95,100
B,SI-Spanish 3,E300,project,FALSE,FALSE,FALSE,B,110149 E300,110149,71,,,0,86,100
B+,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,B+,110150 A200,110150,8,94,,0,88,100
A+,SI-English 10,B200,project,FALSE,FALSE,FALSE,A+,110150 B200,110150,100,98,,0,99,100
B,SI-Math II,C220,project,FALSE,FALSE,FALSE,B,110150 C220,110150,0,75,98,0,83,100
B+,SI-Physics,D300,project,FALSE,FALSE,FALSE,B+,110150 D300,110150,0,95,,0,88,100
I,SI-Spanish 2,E200,project,FALSE,TRUE,FALSE,I,110150 E200,110150,0,,,0,78,88
A-,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,A-,110151 A200,110151,100,88,,0,92,100
B,SI-English 10,B200,project,FALSE,FALSE,FALSE,B,110151 B200,110151,100,78,,0,85,100
I,SI-Math II,C220,project,TRUE,TRUE,FALSE,I,110151 C220,110151,50,75,80,1,77,87
C+,SI-Biology,D100,project,FALSE,FALSE,FALSE,C+,110151 D100,110151,50,74,,0,77,100
I,SI-Spanish 2,E200,project,TRUE,FALSE,FALSE,I,110151 E200,110151,20,,,2,71,100
I,SI-Modern World 2,A200,project,FALSE,TRUE,FALSE,I,110153 A200,110153,0,74,,0,71,91
I,SI-English 10,B200,project,TRUE,FALSE,FALSE,I,110153 B200,110153,0,86,,1,81,100
I,SI-Math II,C220,project,FALSE,TRUE,FALSE,I,110153 C220,110153,0,70,83,0,70,75
I,SI-Physics,D300,project,TRUE,TRUE,FALSE,I,110153 D300,110153,0,89,,3,74,57
I,SI-Spanish 2,E200,project,TRUE,TRUE,FALSE,I,110153 E200,110153,0,,,1,68,66
B,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,B,110154 A200,110154,0,91,,0,85,100
A,SI-English 10,B200,project,FALSE,FALSE,FALSE,A,110154 B200,110154,100,94,,0,96,100
B-,SI-Math II,C220,project,FALSE,FALSE,FALSE,B-,110154 C220,110154,0,90,81,0,80,100
B,SI-Physics,D300,project,FALSE,FALSE,FALSE,B,110154 D300,110154,0,92,,0,85,100
C,SI-Spanish 2,E200,project,FALSE,FALSE,FALSE,C,110154 E200,110154,0,,,0,74,100
B-,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,B-,110155 A200,110155,41,80,,0,81,100
A,SI-English 10,B200,project,FALSE,FALSE,FALSE,A,110155 B200,110155,100,94,,0,96,100
B+,SI-Math II,C220,project,FALSE,FALSE,FALSE,B+,110155 C220,110155,75,80,90,0,88,100
I,SI-Physics,D300,project,TRUE,TRUE,FALSE,I,110155 D300,110155,0,93,,2,80,71
I,SI-Spanish 2,E200,project,TRUE,FALSE,FALSE,I,110155 E200,110155,0,,,1,72,100
A,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,A,110156 A200,110156,58,97,,0,94,100
A+,SI-English 10,B200,project,FALSE,FALSE,FALSE,A+,110156 B200,110156,100,95,,0,97,100
B,SI-Math II,C220,project,FALSE,FALSE,FALSE,B,110156 C220,110156,0,90,96,0,86,100
I,SI-Physics,D300,project,TRUE,FALSE,FALSE,I,110156 D300,110156,50,92,,1,90,100
B,SI-Spanish 2,E200,project,FALSE,FALSE,FALSE,B,110156 E200,110156,20,,,0,84,100
I,SI-Modern World 2,A200,project,FALSE,TRUE,TRUE,I,110158 A200,110158,0,67,,0,64,83
C+,SI-English 10,B200,project,FALSE,FALSE,FALSE,C+,110158 B200,110158,0,80,,0,77,100
I,SI-Math II,C220,project,FALSE,TRUE,FALSE,I,110158 C220,110158,0,73,75,0,70,87
I,SI-Physics,D300,project,TRUE,TRUE,FALSE,I,110158 D300,110158,0,78,,2,64,42
I,SI-Spanish 2,E200,project,TRUE,TRUE,FALSE,I,110158 E200,110158,0,,,1,62,66
A-,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,A-,110159 A200,110159,100,89,,0,92,100
B+,SI-English 10,B200,project,FALSE,FALSE,FALSE,B+,110159 B200,110159,100,83,,0,88,100
A,SI-Math II,C220,project,FALSE,FALSE,FALSE,A,110159 C220,110159,100,93,90,0,94,100
A,SI-Physics,D300,project,FALSE,FALSE,FALSE,A,110159 D300,110159,100,90,,0,93,100
B,SI-Spanish 2,E200,project,FALSE,FALSE,FALSE,B,110159 E200,110159,100,,,0,85,100
A,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,A,110161 A200,110161,66,94,,0,93,100
A,SI-English 10,B200,project,FALSE,FALSE,FALSE,A,110161 B200,110161,100,94,,0,96,100
A-,SI-Math II,C220,project,FALSE,FALSE,FALSE,A-,110161 C220,110161,75,88,94,0,92,100
A-,SI-Physics,D300,project,FALSE,FALSE,FALSE,A-,110161 D300,110161,83,90,,0,92,100
I,SI-Spanish 2,E200,project,TRUE,FALSE,FALSE,I,110161 E200,110161,60,,,1,88,100
A+,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,A+,110162 A200,110162,100,97,,0,98,100
A+,SI-English 10,B200,project,FALSE,FALSE,FALSE,A+,110162 B200,110162,100,100,,0,100,100
A,SI-Math II,C220,project,FALSE,FALSE,FALSE,A,110162 C220,110162,100,93,95,0,96,100
A+,SI-Physics,D300,project,FALSE,FALSE,FALSE,A+,110162 D300,110162,100,97,,0,98,100
A,SI-Spanish 3,E300,project,FALSE,FALSE,FALSE,A,110162 E300,110162,100,,,0,93,100
A-,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,A-,110163 A200,110163,66,93,,0,92,100
A,SI-English 10,B200,project,FALSE,FALSE,FALSE,A,110163 B200,110163,100,93,,0,95,100
C+,SI-Math II,C220,project,FALSE,FALSE,FALSE,C+,110163 C220,110163,50,70,75,0,77,100
I,SI-Physics,D300,project,TRUE,TRUE,FALSE,I,110163 D300,110163,33,86,,1,81,85
C+,SI-Spanish 2,E200,project,FALSE,FALSE,FALSE,C+,110163 E200,110163,20,,,0,79,100
B+,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,B+,110164 A200,110164,41,92,,0,89,100
A,SI-English 10,B200,project,FALSE,FALSE,FALSE,A,110164 B200,110164,100,94,,0,96,100
B,SI-Math II,C220,project,FALSE,FALSE,FALSE,B,110164 C220,110164,25,90,87,0,85,100
B+,SI-Physics,D300,project,FALSE,FALSE,FALSE,B+,110164 D300,110164,33,93,,0,89,100
B-,SI-Spanish 2,E200,project,FALSE,FALSE,FALSE,B-,110164 E200,110164,40,,,0,82,100
A-,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,A-,110165 A200,110165,25,96,,0,90,100
A,SI-English 10,B200,project,FALSE,FALSE,FALSE,A,110165 B200,110165,100,90,,0,93,100
B+,SI-Math II,C220,project,FALSE,FALSE,FALSE,B+,110165 C220,110165,50,88,93,0,89,100
B,SI-Physics,D300,project,FALSE,FALSE,FALSE,B,110165 D300,110165,0,93,,0,86,100
B,SI-Spanish 2,E200,project,FALSE,FALSE,FALSE,B,110165 E200,110165,0,,,0,85,100
A,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,A,110166 A200,110166,58,95,,0,93,100
A+,SI-English 10,B200,project,FALSE,FALSE,FALSE,A+,110166 B200,110166,100,100,,0,100,100
B+,SI-Math II,C220,project,FALSE,FALSE,FALSE,B+,110166 C220,110166,25,88,97,0,88,100
A,SI-Physics,D300,project,FALSE,FALSE,FALSE,A,110166 D300,110166,66,96,,0,94,100
I,SI-Spanish 2,E200,project,TRUE,FALSE,FALSE,I,110166 E200,110166,0,,,1,76,100
I,SI-AP US History,A300,project,FALSE,TRUE,FALSE,I,110167 A300,110167,0,70,,0,67,86
I,SI-AP English Language,B300,project,TRUE,TRUE,TRUE,I,110167 B300,110167,33,60,,1,63,84
C-,SI-Math III,C320,project,FALSE,FALSE,FALSE,C-,110167 C320,110167,0,,72,0,71,100
I,SI-Chemistry,D200,project,TRUE,TRUE,TRUE,I,110167 D200,110167,0,66,,2,65,90
I,SI-Spanish 2,E200,project,TRUE,TRUE,FALSE,I,110167 E200,110167,0,,,1,60,66
NP,College Readiness- WA,I1045,pnp_elec,TRUE,FALSE,TRUE,I,110167 I1045,110167,100,63,,2,74,100
A-,SI-AP US History,A300,project,FALSE,FALSE,FALSE,A-,110168 A300,110168,100,88,,0,92,100
A,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,A,110168 B300,110168,100,93,,0,95,100
A+,SI-Math III,C320,project,FALSE,FALSE,FALSE,A+,110168 C320,110168,100,,97,0,98,100
I,SI-Chemistry,D200,project,FALSE,TRUE,FALSE,I,110168 D200,110168,16,80,,0,75,81
I,SI-Spanish 3,E300,project,TRUE,FALSE,FALSE,I,110168 E300,110168,0,,,1,71,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,B,110168 I1045,110168,100,79,,0,85,100
I,SI-Modern World 2,A200,project,TRUE,FALSE,FALSE,I,110171 A200,110171,33,94,,1,90,100
A,SI-English 10,B200,project,FALSE,FALSE,FALSE,A,110171 B200,110171,100,91,,0,94,100
I,SI-Math II,C220,project,FALSE,TRUE,FALSE,I,110171 C220,110171,50,85,91,0,85,87
I,SI-Physics,D300,project,TRUE,FALSE,FALSE,I,110171 D300,110171,0,94,,2,87,100
I,SI-Spanish 2,E200,project,TRUE,FALSE,FALSE,I,110171 E200,110171,0,,,2,79,100
I,SI-Modern World 2,A200,project,TRUE,TRUE,FALSE,I,110172 A200,110172,8,84,,2,79,91
I,SI-English 10,B200,project,TRUE,FALSE,TRUE,I,110172 B200,110172,100,52,,2,66,100
I,SI-Math II,C220,project,TRUE,FALSE,FALSE,I,110172 C220,110172,0,,91,1,82,100
I,SI-Physics,D300,project,TRUE,TRUE,FALSE,I,110172 D300,110172,0,83,,2,73,71
I,SI-Spanish 2,E200,project,TRUE,TRUE,FALSE,I,110172 E200,110172,0,,,3,70,77
B-,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,B-,110173 A200,110173,75,76,,0,81,100
A,SI-English 10,B200,project,FALSE,FALSE,FALSE,A,110173 B200,110173,100,91,,0,94,100
B+,SI-Math II,C220,project,FALSE,FALSE,FALSE,B+,110173 C220,110173,100,90,81,0,89,100
I,SI-Physics,D300,project,TRUE,FALSE,FALSE,I,110173 D300,110173,0,88,,1,83,100
I,SI-Spanish 2,E200,project,TRUE,FALSE,FALSE,I,110173 E200,110173,40,,,1,78,100
B,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,B,110174 A200,110174,25,86,,0,83,100
A,SI-English 10,B200,project,FALSE,FALSE,FALSE,A,110174 B200,110174,100,94,,0,96,100
C+,SI-Math II,C220,project,FALSE,FALSE,FALSE,C+,110174 C220,110174,0,75,84,0,77,100
B,SI-Physics,D300,project,FALSE,FALSE,FALSE,B,110174 D300,110174,0,90,,0,84,100
I,SI-Spanish 2,E200,project,TRUE,TRUE,FALSE,I,110174 E200,110174,0,,,1,70,77
I,SI-Modern World 2,A200,project,FALSE,FALSE,TRUE,I,110175 A200,110175,8,68,,0,69,100
B,SI-English 10,B200,project,FALSE,FALSE,FALSE,B,110175 B200,110175,0,90,,0,84,100
C-,SI-Math II,C220,project,FALSE,FALSE,FALSE,C-,110175 C220,110175,0,75,70,0,72,100
B+,SI-Physics,D300,project,FALSE,FALSE,FALSE,B+,110175 D300,110175,0,94,,0,87,100
C,SI-Spanish 2,E200,project,FALSE,FALSE,FALSE,C,110175 E200,110175,0,,,0,76,100
I,SI-Modern World 2,A200,project,TRUE,FALSE,FALSE,I,110176 A200,110176,58,84,,2,85,100
I,SI-English 10,B200,project,TRUE,FALSE,FALSE,I,110176 B200,110176,100,72,,1,80,100
C+,SI-Math II,C220,project,FALSE,FALSE,FALSE,C+,110176 C220,110176,50,73,79,0,79,100
I,SI-Physics,D300,project,TRUE,TRUE,FALSE,I,110176 D300,110176,0,75,,3,68,71
I,SI-Spanish 2,E200,project,TRUE,FALSE,FALSE,I,110176 E200,110176,20,,,3,75,100
C+,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,C+,110177 A200,110177,8,81,,0,78,100
B-,SI-English 10,B200,project,FALSE,FALSE,FALSE,B-,110177 B200,110177,0,84,,0,80,100
B-,SI-Math II,C220,project,FALSE,FALSE,FALSE,B-,110177 C220,110177,25,82,85,0,82,100
I,SI-Physics,D300,project,TRUE,FALSE,FALSE,I,110177 D300,110177,16,87,,1,83,100
I,SI-Spanish 2,E200,project,TRUE,FALSE,FALSE,I,110177 E200,110177,0,,,1,76,100
B+,SI-AP US History,A300,project,FALSE,FALSE,FALSE,B+,110178 A300,110178,91,85,,0,89,100
B,SI-AP English Language,B300,project,FALSE,FALSE,FALSE,B,110178 B300,110178,0,89,,0,83,100
B-,SI-Math III,C320,project,FALSE,FALSE,FALSE,B-,110178 C320,110178,44,,78,0,80,100
I,SI-Chemistry,D200,project,FALSE,FALSE,TRUE,I,110178 D200,110178,16,64,,0,67,100
C,SI-Spanish 2,E200,project,FALSE,FALSE,FALSE,C,110178 E200,110178,0,,,0,76,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,B+,110178 I1045,110178,100,82,,0,87,100
A-,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,A-,110179 A200,110179,83,91,,0,92,100
A+,SI-English 10,B200,project,FALSE,FALSE,FALSE,A+,110179 B200,110179,100,96,,0,97,100
B+,SI-Math II,C220,project,FALSE,FALSE,FALSE,B+,110179 C220,110179,75,82,88,0,88,100
B,SI-Physics,D300,project,FALSE,FALSE,FALSE,B,110179 D300,110179,16,89,,0,85,100
C+,SI-Spanish 2,E200,project,FALSE,FALSE,FALSE,C+,110179 E200,110179,0,,,0,78,100
A,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,A,110180 A200,110180,75,96,,0,95,100
A+,SI-English 10,B200,project,FALSE,FALSE,FALSE,A+,110180 B200,110180,100,96,,0,97,100
B+,SI-Math II,C220,project,FALSE,FALSE,FALSE,B+,110180 C220,110180,50,90,88,0,88,100
I,SI-Physics,D300,project,TRUE,FALSE,FALSE,I,110180 D300,110180,33,91,,1,88,100
B+,SI-Spanish 2,E200,project,FALSE,FALSE,FALSE,B+,110180 E200,110180,40,,,0,87,100
B,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,B,110181 A200,110181,16,86,,0,83,100
B-,SI-English 10,B200,project,FALSE,FALSE,FALSE,B-,110181 B200,110181,100,74,,0,82,100
C-,SI-Math II,C220,project,FALSE,FALSE,FALSE,C-,110181 C220,110181,0,70,75,0,72,100
I,SI-Physics,D300,project,TRUE,TRUE,FALSE,I,110181 D300,110181,16,73,,2,71,85
I,SI-Spanish 2,E200,project,TRUE,TRUE,FALSE,I,110181 E200,110181,40,,,1,73,88
I,SI-AP US History,A300,project,TRUE,FALSE,FALSE,I,110182 A300,110182,16,81,,1,79,100
I,SI-AP English Language,B300,project,TRUE,FALSE,FALSE,I,110182 B300,110182,33,73,,1,75,100
A,SI-Math III,C320,project,FALSE,FALSE,FALSE,A,110182 C320,110182,77,,97,0,96,100
C,SI-Chemistry,D200,project,FALSE,FALSE,FALSE,C,110182 D200,110182,16,75,,0,75,100
P,College Readiness- WA,I1045,pnp_elec,FALSE,FALSE,FALSE,B,110182 I1045,110182,100,75,,0,83,100
B,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,B,110183 A200,110183,25,88,,0,85,100
A-,SI-English 10,B200,project,FALSE,FALSE,FALSE,A-,110183 B200,110183,100,89,,0,92,100
B,SI-Math II,C220,project,FALSE,FALSE,FALSE,B,110183 C220,110183,25,88,84,0,83,100
B+,SI-Physics,D300,project,FALSE,FALSE,FALSE,B+,110183 D300,110183,50,89,,0,88,100
C+,SI-Spanish 2,E200,project,FALSE,FALSE,FALSE,C+,110183 E200,110183,20,,,0,77,100
C,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,C,110184 A200,110184,8,73,,0,73,100
B,SI-English 10,B200,project,FALSE,FALSE,FALSE,B,110184 B200,110184,100,77,,0,84,100
C,SI-Math II,C220,project,FALSE,FALSE,FALSE,C,110184 C220,110184,0,70,82,0,75,100
I,SI-Physics,D300,project,TRUE,FALSE,FALSE,I,110184 D300,110184,16,78,,2,77,100
I,SI-Spanish 1,E100,project,TRUE,FALSE,FALSE,I,110184 E100,110184,25,,,1,78,100
B,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,B,110185 A200,110185,8,88,,0,83,100
A,SI-English 10,B200,project,FALSE,FALSE,FALSE,A,110185 B200,110185,100,91,,0,94,100
C+,SI-Math II,C220,project,FALSE,FALSE,FALSE,C+,110185 C220,110185,0,82,82,0,78,100
B+,SI-Physics,D300,project,FALSE,FALSE,FALSE,B+,110185 D300,110185,16,92,,0,87,100
C+,SI-Spanish 2,E200,project,FALSE,FALSE,FALSE,C+,110185 E200,110185,0,,,0,79,100
C,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,C,110186 A200,110186,8,74,,0,74,100
B-,SI-English 10,B200,project,FALSE,FALSE,FALSE,B-,110186 B200,110186,50,79,,0,81,100
C,SI-Math II,C220,project,FALSE,FALSE,FALSE,C,110186 C220,110186,0,73,82,0,76,100
C,SI-Physics,D300,project,FALSE,FALSE,FALSE,C,110186 D300,110186,0,78,,0,76,100
I,SI-Spanish 1,E100,project,FALSE,TRUE,FALSE,I,110186 E100,110186,0,,,0,64,77
B-,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,B-,110191 A200,110191,8,84,,0,81,100
C+,SI-English 10,B200,project,FALSE,FALSE,FALSE,C+,110191 B200,110191,0,80,,0,77,100
B+,SI-Math II,C220,project,FALSE,FALSE,FALSE,B+,110191 C220,110191,25,90,94,0,88,100
B+,SI-Physics,D300,project,FALSE,FALSE,FALSE,B+,110191 D300,110191,0,94,,0,87,100
I,SI-Spanish 2,E200,project,TRUE,TRUE,FALSE,I,110191 E200,110191,40,,,1,76,77
I,SI-Modern World 2,A200,project,TRUE,TRUE,FALSE,I,110192 A200,110192,0,76,,2,67,66
B-,SI-English 10,B200,project,FALSE,FALSE,FALSE,B-,110192 B200,110192,0,85,,0,81,100
I,SI-Math II,C220,project,TRUE,TRUE,TRUE,I,110192 C220,110192,0,,69,1,47,25
I,SI-Physics,D300,project,TRUE,TRUE,FALSE,I,110192 D300,110192,0,82,,2,63,28
I,SI-Spanish 1,E100,project,TRUE,FALSE,FALSE,I,110192 E100,110192,0,,,4,78,100
I,SI-Modern World 2,A200,project,FALSE,FALSE,TRUE,I,110193 A200,110193,8,65,,0,67,100
B+,SI-English 10,B200,project,FALSE,FALSE,FALSE,B+,110193 B200,110193,100,84,,0,89,100
C-,SI-Math II,C220,project,FALSE,FALSE,FALSE,C-,110193 C220,110193,0,70,71,0,70,100
I,SI-Physics,D300,project,TRUE,FALSE,FALSE,I,110193 D300,110193,0,76,,2,74,100
C,SI-Spanish 1,E100,project,FALSE,FALSE,FALSE,C,110193 E100,110193,25,,,0,76,100
C+,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,C+,110196 A200,110196,25,77,,0,77,100
B+,SI-English 10,B200,project,FALSE,FALSE,FALSE,B+,110196 B200,110196,100,82,,0,87,100
C,SI-Math II,C220,project,FALSE,FALSE,FALSE,C,110196 C220,110196,0,73,76,0,73,100
B,SI-Physics,D300,project,FALSE,FALSE,FALSE,B,110196 D300,110196,16,89,,0,85,100
I,SI-Spanish 2,E200,project,TRUE,FALSE,FALSE,I,110196 E200,110196,0,,,1,67,100
A-,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,A-,110198 A200,110198,66,93,,0,92,100
A+,SI-English 10,B200,project,FALSE,FALSE,FALSE,A+,110198 B200,110198,100,97,,0,98,100
A-,SI-Math II,C220,project,FALSE,FALSE,FALSE,A-,110198 C220,110198,100,80,89,0,90,100
I,SI-Physics,D300,project,TRUE,FALSE,FALSE,I,110198 D300,110198,83,91,,1,92,100
A-,SI-Spanish 2,E200,project,FALSE,FALSE,FALSE,A-,110198 E200,110198,100,,,0,92,100
I,SI-Modern World 2,A200,project,TRUE,TRUE,FALSE,I,110200 A200,110200,0,74,,1,68,75
I,SI-English 10,B200,project,TRUE,FALSE,FALSE,I,110200 B200,110200,0,82,,1,78,100
C,SI-Math II,C220,project,FALSE,FALSE,FALSE,C,110200 C220,110200,0,70,83,0,75,100
I,SI-Physics,D300,project,TRUE,TRUE,FALSE,I,110200 D300,110200,0,79,,2,73,85
I,SI-Spanish 1,E100,project,TRUE,FALSE,FALSE,I,110200 E100,110200,0,,,1,76,100
,SI-AP US History,A300,project,FALSE,FALSE,FALSE,N/A,110202 A300,110202,8,,,0,,100
I,SI-AP English Language,B300,project,TRUE,TRUE,FALSE,I,110202 B300,110202,33,,,1,,53
A,SI-Math III,C320,project,FALSE,FALSE,FALSE,A,110202 C320,110202,77,,93,0,93,100
I,SI-Chemistry,D200,project,TRUE,FALSE,FALSE,I,110202 D200,110202,0,,,1,,100
I,SI-Spanish 2,E200,project,TRUE,TRUE,FALSE,I,110202 E200,110202,0,,,2,,77
NP,College Readiness- WA,I1045,pnp_elec,TRUE,FALSE,FALSE,I,110202 I1045,110202,100,,,3,,100
I,SI-AP US History,A300,project,TRUE,TRUE,FALSE,I,110205 A300,110205,0,73,,4,67,73
I,SI-AP English Language,B300,project,TRUE,TRUE,FALSE,I,110205 B300,110205,33,,,3,,92
I,SI-Math III,C320,project,TRUE,TRUE,FALSE,I,110205 C320,110205,11,,82,2,72,66
I,SI-Chemistry,D200,project,TRUE,TRUE,FALSE,I,110205 D200,110205,0,,,3,,63
I,SI-Spanish 1,E100,project,TRUE,TRUE,FALSE,I,110205 E100,110205,0,,,5,,66
NP,College Readiness- WA,I1045,pnp_elec,TRUE,TRUE,FALSE,I,110205 I1045,110205,100,,,3,,25
A+,SI-Modern World 2,A200,project,FALSE,FALSE,FALSE,A+,110207 A200,110207,91,97,,0,97,100
A,SI-English 10,B200,project,FALSE,FALSE,FALSE,A,110207 B200,110207,100,93,,0,95,100
A-,SI-Math II,C220,project,FALSE,FALSE,FALSE,A-,110207 C220,110207,25,95,95,0,90,100
A-,SI-Physics,D300,project,FALSE,FALSE,FALSE,A-,110207 D300,110207,50,95,,0,92,100
