corrected_grade,COURSE_NAME,COURSE_NUMBER,date_of_pull,grade_type,inc_reason,LETTER_GRADE,SIS_SECTION_ID,stu_crs_lookup,STUDENT_ID,Max. ADDL_EXPECTED_PCNT,Max. COG_SKILL_PCNT,Max. CONCEPT_PCNT,Max. NUM_PROJECTS_OVERDUE,Max. OVERALL_SCORE,Max. POWER_EXPECTED_PCNT
B-,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5327,110050 C320,110050,9,,86,0,82,100
B-,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5237,110050 D200,110050,0,84,,0,80,100
B,SI-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5265,110050 E100,110050,0,,,0,84,100
NP,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,5347,110050 I1045,110050,100,97,,1,98,100
A,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5252,110051 A300,110051,100,93,,0,95,100
A+,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5092,110051 B300,110051,100,95,,0,97,100
A,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5258,110051 C320,110051,90,,91,0,93,100
A,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5331,110051 D200,110051,100,90,,0,93,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5347,110051 I1045,110051,100,87,,0,91,100
A-,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5343,110052 A300,110052,100,86,,0,90,100
A-,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5090,110052 B300,110052,100,89,,0,92,100
A-,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5327,110052 C320,110052,81,,89,0,91,100
B+,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5331,110052 D200,110052,87,85,,0,88,100
C,SI-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5323,110052 E200,110052,57,,,0,75,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5283,110052 I1045,110052,100,87,,0,91,100
C+,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5264,110053 A300,110053,0,81,,0,78,100
C,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5089,110053 B300,110053,25,76,,0,76,100
C+,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5261,110053 C320,110053,9,,81,0,79,100
C,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5238,110053 D200,110053,12,76,,0,75,100
B,SI-Spanish 3,E300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5247,110053 E300,110053,0,,,0,86,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5335,110053 I1045,110053,100,82,,0,87,100
A,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5343,110054 A300,110054,100,94,,0,96,100
A+,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5092,110054 B300,110054,100,99,,0,99,100
A+,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5308,110054 C320,110054,100,,98,0,99,100
A,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5257,110054 D200,110054,100,90,,0,93,100
A+,SI-Spanish 3,E300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5355,110054 E300,110054,100,,,0,100,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5335,110054 I1045,110054,100,90,,0,93,100
B,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5343,110057 A300,110057,0,89,,0,83,100
A,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5091,110057 B300,110057,100,90,,0,93,100
A+,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5327,110057 C320,110057,100,,99,0,99,100
A-,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5331,110057 D200,110057,75,92,,0,92,100
NP,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,5335,110057 I1045,110057,100,85,,1,90,100
A-,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5264,110060 A300,110060,100,89,,0,92,100
A-,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5092,110060 B300,110060,100,89,,0,92,100
A,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5258,110060 C320,110060,72,,93,0,93,100
A-,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5257,110060 D200,110060,100,86,,0,90,100
A-,SI-Spanish 3,E300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5247,110060 E300,110060,88,,,0,91,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5335,110060 I1045,110060,100,95,,0,97,100
C,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5343,110061 A300,110061,0,78,,0,76,100
C+,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5090,110061 B300,110061,75,73,,0,79,100
C,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5327,110061 C320,110061,0,,76,0,74,100
B-,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5331,110061 D200,110061,12,82,,0,80,100
B-,SI-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5323,110061 E200,110061,0,,,0,80,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5283,110061 I1045,110061,100,88,,0,92,100
A,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5252,110063 A300,110063,100,90,,0,93,100
A+,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5089,110063 B300,110063,100,100,,0,100,100
A+,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5261,110063 C320,110063,100,,96,0,97,100
A,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5238,110063 D200,110063,100,90,,0,93,100
A,SI-Spanish 3,E300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5355,110063 E300,110063,100,,,0,93,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5248,110063 I1045,110063,100,87,,0,91,100
A,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5252,110064 A300,110064,100,92,,0,94,100
A+,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5091,110064 B300,110064,100,100,,0,100,100
A,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5327,110064 C320,110064,100,,93,0,95,100
A,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5237,110064 D200,110064,100,93,,0,95,100
A,SI-Spanish 3,E300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5247,110064 E300,110064,100,,,0,94,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5347,110064 I1045,110064,100,88,,0,92,100
B,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5264,110066 A300,110066,0,88,,0,83,100
A,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5092,110066 B300,110066,75,97,,0,96,100
A,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5258,110066 C320,110066,36,,98,0,93,100
C+,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5331,110066 D200,110066,25,78,,0,78,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5347,110066 I1045,110066,100,96,,0,97,100
A,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5343,110069 A300,110069,100,91,,0,94,100
A+,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5090,110069 B300,110069,100,98,,0,99,100
A-,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5261,110069 C320,110069,54,,91,0,90,100
B,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5238,110069 D200,110069,75,81,,0,84,100
A,SI-Spanish 3,E300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5247,110069 E300,110069,22,,,0,93,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5283,110069 I1045,110069,100,88,,0,92,100
A,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5343,110070 A300,110070,66,94,,0,93,100
A+,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5091,110070 B300,110070,75,100,,0,98,100
A+,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5261,110070 C320,110070,63,,100,0,97,100
A,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5238,110070 D200,110070,87,92,,0,93,100
A,SI-Spanish 3,E300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5247,110070 E300,110070,88,,,0,93,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5335,110070 I1045,110070,100,96,,0,97,100
A,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5308,110072 C320,110072,54,,99,0,95,100
I,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,5230,110074 A300,110074,0,72,,3,52,5
I,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,5089,110074 B300,110074,0,,,5,,62
I,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,5308,110074 C320,110074,0,,81,0,70,63
I,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,5257,110074 D200,110074,0,71,,0,69,92
NP,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,5283,110074 I1045,110074,100,80,,2,56,0
B-,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5264,110076 A300,110076,33,82,,0,81,100
B,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5089,110076 B300,110076,50,82,,0,83,100
A-,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5261,110076 C320,110076,45,,96,0,92,100
B-,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5238,110076 D200,110076,37,83,,0,82,100
C+,SI-Spanish 3,E300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5247,110076 E300,110076,33,,,0,79,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5335,110076 I1045,110076,100,85,,0,90,100
C,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5343,110077 A300,110077,6,74,,0,73,100
B-,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5091,110077 B300,110077,75,75,,0,80,100
C,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5327,110077 C320,110077,18,,74,0,74,100
C,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5331,110077 D200,110077,25,74,,0,75,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5335,110077 I1045,110077,100,75,,0,83,100
A-,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5252,110081 A300,110081,100,89,,0,92,100
A-,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5092,110081 B300,110081,100,89,,0,92,100
A+,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5258,110081 C320,110081,100,,100,0,100,100
A,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5257,110081 D200,110081,100,90,,0,93,100
A-,SI-Spanish 3,E300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5355,110081 E300,110081,100,,,0,92,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5248,110081 I1045,110081,100,88,,0,92,100
I,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,5091,110083 B300,110083,0,,,4,,6
C,Math III (M),C320M,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5662,110083 C320,110083,20,,72,0,73,100
I,SI-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,5350,110083 E100,110083,0,,,0,64,58
NP,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,5347,110083 I1045,110083,100,,,3,,0
I,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,5264,110084 A300,110084,0,75,,2,69,78
I,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[X],I,5089,110084 B300,110084,0,57,,1,56,75
I,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,5261,110084 C320,110084,18,,72,0,67,72
I,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[X],I,5238,110084 D200,110084,0,56,,2,54,71
C,SI-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5265,110084 E100,110084,16,,,0,76,100
NP,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,5335,110084 I1045,110084,100,80,,2,80,80
A,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5264,110085 A300,110085,100,92,,0,94,100
A+,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5089,110085 B300,110085,100,99,,0,99,100
A+,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5327,110085 C320,110085,100,,100,0,100,100
A+,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5257,110085 D200,110085,100,96,,0,97,100
A,SI-Spanish 3,E300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5247,110085 E300,110085,100,,,0,94,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5335,110085 I1045,110085,100,88,,0,92,100
A-,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5343,110086 A300,110086,73,90,,0,91,100
A-,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5090,110086 B300,110086,75,92,,0,92,100
A,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5327,110086 C320,110086,63,,98,0,95,100
A-,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5257,110086 D200,110086,62,90,,0,90,100
A-,SI-Spanish 3,E300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5355,110086 E300,110086,77,,,0,90,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5248,110086 I1045,110086,100,91,,0,94,100
I,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,5331,110089 D200,110089,0,72,,1,71,100
C+,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5343,110092 A300,110092,0,81,,0,78,100
C+,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5090,110092 B300,110092,0,81,,0,78,100
I,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[_],I,5261,110092 C320,110092,0,,63,0,54,45
I,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[_],I,5238,110092 D200,110092,0,69,,0,59,50
NP,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,5248,110092 I1045,110092,100,93,,1,95,100
C+,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5343,110094 A300,110094,0,82,,0,78,100
B,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5091,110094 B300,110094,100,75,,0,83,100
B,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5327,110094 C320,110094,0,,89,0,83,100
B-,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5331,110094 D200,110094,25,83,,0,81,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5335,110094 I1045,110094,100,78,,0,85,100
C,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5230,110095 A300,110095,0,77,,0,75,100
B-,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5090,110095 B300,110095,75,76,,0,81,100
B,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5258,110095 C320,110095,27,,85,0,83,100
B-,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5257,110095 D200,110095,62,79,,0,82,100
C,SI-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5282,110095 E200,110095,0,,,0,76,100
NP,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,5248,110095 I1045,110095,100,85,,1,90,100
B,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5230,110096 A300,110096,26,85,,0,83,100
A,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5090,110096 B300,110096,100,91,,0,94,100
B,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5261,110096 C320,110096,36,,87,0,85,100
B-,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5237,110096 D200,110096,12,83,,0,80,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5283,110096 I1045,110096,100,90,,0,93,100
C+,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5264,110099 A300,110099,0,83,,0,79,100
C+,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5090,110099 B300,110099,25,78,,0,78,100
A+,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5258,110099 C320,110099,81,,99,0,98,100
C+,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5238,110099 D200,110099,0,80,,0,77,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5347,110099 I1045,110099,100,84,,0,89,100
B,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5343,110100 A300,110100,0,91,,0,85,100
A,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5091,110100 B300,110100,100,93,,0,95,100
B,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5327,110100 C320,110100,63,,85,0,86,100
B+,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5331,110100 D200,110100,75,84,,0,87,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5347,110100 I1045,110100,100,91,,0,94,100
I,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,5261,110106 C320,110106,9,,78,3,65,45
B+,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5261,110108 C320,110108,18,,92,0,87,100
A,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5343,110111 A300,110111,100,90,,0,93,100
A-,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5091,110111 B300,110111,100,85,,0,90,100
A,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5327,110111 C320,110111,72,,93,0,93,100
A-,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5257,110111 D200,110111,100,88,,0,92,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5335,110111 I1045,110111,100,85,,0,90,100
