corrected_grade,COURSE_NAME,COURSE_NUMBER,date_of_pull,grade_type,inc_reason,LETTER_GRADE,SIS_SECTION_ID,stu_crs_lookup,STUDENT_ID,Max. ADDL_EXPECTED_PCNT,Max. COG_SKILL_PCNT,Max. CONCEPT_PCNT,Max. NUM_PROJECTS_OVERDUE,Max. OVERALL_SCORE,Max. POWER_EXPECTED_PCNT
B-,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,76828_2017-08-15,11803 B200,11803,0,84,,0,80,100
C,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,76809_2017-08-15,11803 C220,11803,0,,77,0,74,100
B-,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,76856_2017-08-15,11803 D300,11803,0,84,,0,80,100
C+,SP-Spanish 3,E300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,76884_2017-08-15,11803 E300,11803,0,,,0,78,100
C,Exploring Music,F512,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,81174_2017-08-15,11803 F512,11803,0,74,,0,73,100
NP,Game Programming - HS,I202,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,81182_2017-08-15,11803 I202,11803,100,78,,1,85,100
C,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,76869_2017-08-15,11804 A200,11804,6,77,,0,76,100
B,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,76824_2017-08-15,11804 B200,11804,33,86,,0,84,100
C,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,76809_2017-08-15,11804 C220,11804,0,,81,0,76,100
B-,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,76857_2017-08-15,11804 D300,11804,25,81,,0,80,100
C,SP-AP Spanish Language,E400,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,76877_2017-08-15,11804 E400,11804,0,,,0,76,100
P,Human Sexuality,I121,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,81172_2017-08-15,11804 I121,11804,100,78,,0,85,100
P,GirlStrong,I194,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,81170_2017-08-15,11804 I194,11804,100,72,,0,80,100
A,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,76807_2017-08-15,11805 A200,11805,100,94,,0,96,100
A+,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,76824_2017-08-15,11805 B200,11805,100,100,,0,100,100
A+,SP-Math III,C320,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,76858_2017-08-15,11805 C320,11805,100,,100,0,100,100
A+,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,76894_2017-08-15,11805 D300,11805,100,100,,0,100,100
A-,SP-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,76811_2017-08-15,11805 E200,11805,100,,,0,92,100
A+,Multimedia Journalism,G299,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81167_2017-08-15,11805 G299,11805,100,100,,0,100,100
A+,Holocaust History,G1055,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81177_2017-08-15,11805 G1055,11805,100,100,,0,100,100
B-,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,76807_2017-08-15,11806 A200,11806,46,80,,0,81,100
A+,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,76866_2017-08-15,11806 B200,11806,100,95,,0,97,100
B,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,76872_2017-08-15,11806 C220,11806,0,,93,0,83,100
B+,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,76857_2017-08-15,11806 D300,11806,12,92,,0,87,100
C+,SP-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,76812_2017-08-15,11806 E200,11806,0,,,0,79,100
P,Human Sexuality,I121,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,81172_2017-08-15,11806 I121,11806,100,78,,0,85,100
P,GirlStrong,I194,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,81170_2017-08-15,11806 I194,11806,100,78,,0,85,100
B+,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,76848_2017-08-15,11807 A200,11807,93,83,,0,88,100
A-,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,76828_2017-08-15,11807 B200,11807,100,87,,0,91,100
A,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,76838_2017-08-15,11807 C220,11807,83,,94,0,94,100
A,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,76842_2017-08-15,11807 D300,11807,87,91,,0,93,100
A+,SP-Spanish 3,E300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,76884_2017-08-15,11807 E300,11807,100,,,0,100,100
A+,Intro to Visual Arts,F502,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81164_2017-08-15,11807 F502,11807,100,97,,0,98,100
A+,Sociology of Law,G102,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81183_2017-08-15,11807 G102,11807,100,100,,0,100,100
C-,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,76807_2017-08-15,11808 A200,11808,0,70,,0,70,100
C+,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,76866_2017-08-15,11808 B200,11808,0,82,,0,78,100
C-,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,76809_2017-08-15,11808 C220,11808,0,,70,0,70,100
C-,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,76856_2017-08-15,11808 D300,11808,0,70,,0,70,100
C,SP-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,76798_2017-08-15,11808 E200,11808,0,,,0,73,100
F,Intro to Video Production (E),F511,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],I,81181_2017-08-15,11808 F511,11808,,,,0,60,
NP,Game Programming - HS,I202,6/15/2018 12:00:00 AM,pnp_elec,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,81182_2017-08-15,11808 I202,11808,100,70,,1,69,66
C+,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,76869_2017-08-15,11809 A200,11809,0,81,,0,78,100
B,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,76824_2017-08-15,11809 B200,11809,33,88,,0,86,100
C-,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,76809_2017-08-15,11809 C220,11809,0,,71,0,71,100
C+,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,76857_2017-08-15,11809 D300,11809,0,81,,0,78,100
C,SP-AP Spanish Language,E400,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,76877_2017-08-15,11809 E400,11809,0,,,0,76,100
C+,Intro to Visual Arts,F502,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,81164_2017-08-15,11809 F502,11809,100,70,,0,79,100
C+,Human Rights ,I1106HR,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,81165_2017-08-15,11809 G297,11809,0,82,,0,78,100
A-,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,76869_2017-08-15,11811 A200,11811,93,89,,0,92,100
A+,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,76875_2017-08-15,11811 B200,11811,100,100,,0,100,100
A+,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,76872_2017-08-15,11811 C220,11811,83,,98,0,97,100
A,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,76894_2017-08-15,11811 D300,11811,100,91,,0,94,100
A+,SP-AP Spanish Language,E400,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,76877_2017-08-15,11811 E400,11811,83,,,0,98,100
A+,Exploring Music,F512,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81174_2017-08-15,11811 F512,11811,100,100,,0,100,100
A+,Human Rights ,I1106HR,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81165_2017-08-15,11811 G297,11811,100,96,,0,97,100
C-,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,76807_2017-08-15,11812 A200,11812,0,73,,0,72,100
B-,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,76875_2017-08-15,11812 B200,11812,0,85,,0,81,100
C-,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,76838_2017-08-15,11812 C220,11812,0,,70,0,70,100
C+,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,76856_2017-08-15,11812 D300,11812,0,81,,0,78,100
C+,SP-Spanish 3,E300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,76884_2017-08-15,11812 E300,11812,12,,,0,79,100
F,Intro to Video Production (E),F511,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],I,81181_2017-08-15,11812 F511,11812,,,,0,65,
A-,Multimedia Journalism,G299,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,81167_2017-08-15,11812 G299,11812,0,100,,0,91,100
C+,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,76848_2017-08-15,11813 A200,11813,0,80,,0,77,100
B,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,76828_2017-08-15,11813 B200,11813,0,88,,0,83,100
C-,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,76809_2017-08-15,11813 C220,11813,0,,71,0,71,100
B-,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,76857_2017-08-15,11813 D300,11813,0,84,,0,80,100
I,SP-Spanish 3,E300,6/15/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,76884_2017-08-15,11813 E300,11813,12,,,0,74,71
A-,Journalism,G199,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,81161_2017-08-15,11813 G199,11813,0,100,,0,91,100
B,Human Rights ,I1106HR,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,81165_2017-08-15,11813 G297,11813,0,88,,0,83,100
C-,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,76869_2017-08-15,11814 A200,11814,0,72,,0,71,100
C+,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,76824_2017-08-15,11814 B200,11814,0,83,,0,79,100
C,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,76871_2017-08-15,11814 C220,11814,0,,78,0,75,100
C+,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,76842_2017-08-15,11814 D300,11814,0,81,,0,78,100
I,SP-Spanish 3,E300,6/15/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,76829_2017-08-15,11814 E300,11814,0,,,0,54,35
F,Intro to Programming,I1106ICS,6/15/2018 12:00:00 AM,a_f_elec,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,81160_2017-08-15,11814 G103,11814,0,,,4,,16
F,Human Rights ,I1106HR,6/15/2018 12:00:00 AM,a_f_elec,PFA?[X] Proj Score?[X] Ovrdue Proj?[X],I,81165_2017-08-15,11814 G297,11814,0,63,,1,61,80
C,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,76807_2017-08-15,11815 A200,11815,0,76,,0,74,100
C+,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,76875_2017-08-15,11815 B200,11815,0,82,,0,78,100
C-,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,76872_2017-08-15,11815 C220,11815,0,,72,0,71,100
C,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,76894_2017-08-15,11815 D300,11815,0,74,,0,73,100
B-,SP-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,76811_2017-08-15,11815 E200,11815,0,,,0,80,100
F,Intro to Programming,I1106ICS,6/15/2018 12:00:00 AM,a_f_elec,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,81160_2017-08-15,11815 G103,11815,0,,,4,,33
C,Human Rights ,I1106HR,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,81165_2017-08-15,11815 G297,11815,0,78,,0,76,100
B,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,76889_2017-08-15,11816 A200,11816,33,87,,0,85,100
A+,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,76866_2017-08-15,11816 B200,11816,100,97,,0,98,100
A-,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,76838_2017-08-15,11816 C220,11816,33,,97,0,90,100
B+,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,76856_2017-08-15,11816 D300,11816,12,96,,0,89,100
B,SP-AP Spanish Language,E400,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,76877_2017-08-15,11816 E400,11816,0,,,0,84,100
A+,Intro to Visual Arts,F502,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81178_2017-08-15,11816 F502,11816,100,96,,0,97,100
A+,Holocaust History,G1055,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81177_2017-08-15,11816 G1055,11816,100,100,,0,100,100
A,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,76848_2017-08-15,11817 A200,11817,100,90,,0,93,100
A+,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,76828_2017-08-15,11817 B200,11817,100,100,,0,100,100
A-,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,76809_2017-08-15,11817 C220,11817,50,,93,0,90,100
A,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,76857_2017-08-15,11817 D300,11817,50,99,,0,95,100
A-,SP-AP Spanish Language,E400,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,76877_2017-08-15,11817 E400,11817,100,,,0,90,100
A-,(BD) Introduction to Psychological Science,G101,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,81166_2017-08-15,11817 G101,11817,0,99,,0,90,100
A+,Holocaust History,G1055,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81177_2017-08-15,11817 G1055,11817,100,100,,0,100,100
C+,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,76869_2017-08-15,11818 A200,11818,0,82,,0,78,100
B,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,76828_2017-08-15,11818 B200,11818,66,84,,0,86,100
C-,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,76871_2017-08-15,11818 C220,11818,0,,72,0,71,100
C,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,76842_2017-08-15,11818 D300,11818,0,74,,0,73,100
C,SP-AP Spanish Language,E400,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,76865_2017-08-15,11818 E400,11818,0,,,0,76,100
B,Intro to Visual Arts,F502,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,81178_2017-08-15,11818 F502,11818,100,75,,0,83,100
F,Journalism,G199,6/15/2018 12:00:00 AM,a_f_elec,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,81161_2017-08-15,11818 G199,11818,0,80,,1,72,75
B-,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,76807_2017-08-15,11819 A200,11819,20,84,,0,82,100
A,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,76875_2017-08-15,11819 B200,11819,66,98,,0,96,100
C+,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,76872_2017-08-15,11819 C220,11819,0,,82,0,77,100
B,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,76894_2017-08-15,11819 D300,11819,0,92,,0,85,100
A-,SP-Spanish 3,E300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,76884_2017-08-15,11819 E300,11819,12,,,0,92,100
A+,Holocaust History,G1055,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81177_2017-08-15,11819 G1055,11819,100,100,,0,100,100
P,Game Programming - HS,I202,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,81182_2017-08-15,11819 I202,11819,100,78,,0,85,100
B+,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,76889_2017-08-15,11820 A200,11820,93,85,,0,89,100
A,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,76866_2017-08-15,11820 B200,11820,66,98,,0,96,100
A+,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,76838_2017-08-15,11820 C220,11820,100,,96,0,98,100
A,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,76856_2017-08-15,11820 D300,11820,50,98,,0,94,100
A-,SP-AP Spanish Language,E400,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,76877_2017-08-15,11820 E400,11820,66,,,0,91,100
A+,Intro to Visual Arts,F502,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81178_2017-08-15,11820 F502,11820,100,95,,0,97,100
P,Teaching Assistant (all courses) (E),I1106CF,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,82642_2017-08-15,11820 I1106CF,11820,,,,0,75,
C,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,76807_2017-08-15,11821 A200,11821,0,74,,0,73,100
I,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[_],I,76824_2017-08-15,11821 B200,11821,0,40,,0,44,77
I,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,76809_2017-08-15,11821 C220,11821,0,,71,0,65,80
I,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,76857_2017-08-15,11821 D300,11821,0,73,,0,70,88
I,SP-Spanish 3,E300,6/15/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,76864_2017-08-15,11821 E300,11821,0,,,0,55,50
F,Holocaust History,G1055M,6/15/2018 12:00:00 AM,a_f_elec,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,83086_2017-08-15,11821 G1055,11821,100,,,3,,50
P,Fitness (E),I345,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81171_2017-08-15,11821 I345,11821,,,,0,100,
B+,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,76869_2017-08-15,11822 A200,11822,100,84,,0,89,100
A,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,76828_2017-08-15,11822 B200,11822,100,92,,0,94,100
A,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,76871_2017-08-15,11822 C220,11822,100,,91,0,95,100
A+,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,76842_2017-08-15,11822 D300,11822,100,97,,0,98,100
A-,SP-AP Spanish Language,E400,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,76865_2017-08-15,11822 E400,11822,100,,,0,92,100
A+,Sociology of Law,G102,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81183_2017-08-15,11822 G102,11822,100,100,,0,100,100
P,GirlStrong,I194,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,81170_2017-08-15,11822 I194,11822,100,84,,0,89,100
A,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,76807_2017-08-15,11823 A200,11823,100,91,,0,94,100
A+,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,76866_2017-08-15,11823 B200,11823,100,99,,0,99,100
A+,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,76872_2017-08-15,11823 C220,11823,100,,100,0,100,100
A+,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,76894_2017-08-15,11823 D300,11823,100,100,,0,100,100
A+,SP-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,76812_2017-08-15,11823 E200,11823,100,,,0,97,100
P,Internship,I139,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,81179_2017-08-15,11823 I139,11823,100,92,,0,94,100
I,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[_],I,76869_2017-08-15,11824 A200,11824,0,64,,0,59,66
I,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,76875_2017-08-15,11824 B200,11824,0,71,,1,71,100
I,SP-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,76838_2017-08-15,11824 C220,11824,0,,70,0,52,40
I,SP-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,76856_2017-08-15,11824 D300,11824,0,74,,0,59,33
P,Internship,I139,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,81179_2017-08-15,11824 I139,11824,100,77,,0,84,100
B-,SP-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,76848_2017-08-15,11825 A200,11825,0,85,,0,81,100
B,SP-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,76828_2017-08-15,11825 B200,11825,33,89,,0,86,100
