corrected_grade,COURSE_NAME,COURSE_NUMBER,date_of_pull,grade_type,inc_reason,LETTER_GRADE,SIS_SECTION_ID,stu_crs_lookup,STUDENT_ID,Max. ADDL_EXPECTED_PCNT,Max. COG_SKILL_PCNT,Max. CONCEPT_PCNT,Max. NUM_PROJECTS_OVERDUE,Max. OVERALL_SCORE,Max. POWER_EXPECTED_PCNT
A+,Intro to Programming,G103,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81824_2017-08-15,50068 G103,50068,100,98,,0,99,100
A+,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80720_2017-08-15,50072 A200,50072,100,99,,0,99,100
A+,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80731_2017-08-15,50072 B200,50072,100,99,,0,99,100
A+,DE-Math III,C320,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80697_2017-08-15,50072 C320,50072,100,97,96,0,98,100
A+,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80798_2017-08-15,50072 D300,50072,100,98,,0,99,100
A+,DE-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80728_2017-08-15,50072 E200,50072,100,,,0,100,100
A+,Intermediate Visual Arts South Bay,F503,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81826_2017-08-15,50072 F503,50072,100,96,,0,97,100
A+,Intro to Programming,G103,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81824_2017-08-15,50072 G103,50072,100,99,,0,99,100
A+,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80683_2017-08-15,50073 A200,50073,100,99,,0,99,100
A+,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80824_2017-08-15,50073 B200,50073,100,100,,0,100,100
A+,DE-Math III,C320,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80697_2017-08-15,50073 C320,50073,100,100,100,0,100,100
A+,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80725_2017-08-15,50073 D300,50073,100,99,,0,99,100
A+,DE-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80728_2017-08-15,50073 E200,50073,83,,,0,99,100
P,Internship,I139,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81828_2017-08-15,50073 I139,50073,100,99,,0,99,100
A+,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80720_2017-08-15,50076 A200,50076,100,99,,0,99,100
A+,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80731_2017-08-15,50076 B200,50076,100,100,,0,100,100
A+,DE-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80917_2017-08-15,50076 C220,50076,100,97,99,0,99,100
A+,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80727_2017-08-15,50076 D300,50076,100,99,,0,99,100
A+,DE-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80728_2017-08-15,50076 E200,50076,100,,,0,99,100
P,Internship,I139,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81828_2017-08-15,50076 I139,50076,100,100,,0,100,100
B,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,80809_2017-08-15,50077 A200,50077,0,92,,0,85,100
A-,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,80675_2017-08-15,50077 B200,50077,33,95,,0,91,100
B-,DE-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,80726_2017-08-15,50077 C220,50077,16,89,78,0,80,100
B,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,80725_2017-08-15,50077 D300,50077,0,89,,0,83,100
B,DE-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,80714_2017-08-15,50077 E200,50077,16,,,0,83,100
A+,Exploring Music,F512,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81827_2017-08-15,50077 F512,50077,100,97,,0,98,100
P,Psychology Exploration - DE,I1103,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,83079_2017-08-15,50077 I1103,50077,100,88,,0,92,100
A+,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80809_2017-08-15,50078 A200,50078,86,99,,0,98,100
A+,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80731_2017-08-15,50078 B200,50078,100,100,,0,100,100
A,DE-Math III,C320,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,80697_2017-08-15,50078 C320,50078,77,97,92,0,94,100
A,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,80727_2017-08-15,50078 D300,50078,75,98,,0,96,100
A,DE-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,80714_2017-08-15,50078 E200,50078,50,,,0,94,100
P,Independent Study,I106,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,81825_2017-08-15,50078 I106,50078,100,78,,0,85,100
A,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,80809_2017-08-15,50080 A200,50080,40,99,,0,94,100
A+,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80824_2017-08-15,50080 B200,50080,100,97,,0,98,100
A,DE-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,80917_2017-08-15,50080 C220,50080,66,99,96,0,95,100
A,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,80725_2017-08-15,50080 D300,50080,87,95,,0,95,100
A+,Holocaust History,G1055,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81835_2017-08-15,50080 G1055,50080,100,100,,0,100,100
P,Psychology Exploration - DE,I1103,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,83080_2017-08-15,50080 I1103,50080,50,100,,0,96,100
A,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,80809_2017-08-15,50083 A200,50083,33,99,,0,93,100
A+,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80731_2017-08-15,50083 B200,50083,100,95,,0,97,100
A-,DE-Math III,C320,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,80697_2017-08-15,50083 C320,50083,77,91,90,0,91,100
A-,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,80798_2017-08-15,50083 D300,50083,62,94,,0,92,100
P,Internship,I139,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,81828_2017-08-15,50083 I139,50083,100,79,,0,85,100
B,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,80720_2017-08-15,50085 A200,50085,13,88,,0,84,100
C,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,80675_2017-08-15,50085 B200,50085,0,79,,0,76,100
C+,DE-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,80770_2017-08-15,50085 C220,50085,0,85,77,0,77,100
B-,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,80727_2017-08-15,50085 D300,50085,0,85,,0,81,100
P,Wilderness Perspectives,I108,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,82776_2017-08-15,50085 I108,50085,100,77,,0,84,100
A,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,80683_2017-08-15,50086 A200,50086,40,97,,0,93,100
A,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,80824_2017-08-15,50086 B200,50086,66,95,,0,94,100
B+,DE-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,80770_2017-08-15,50086 C220,50086,50,90,91,0,89,100
B+,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,80798_2017-08-15,50086 D300,50086,0,94,,0,87,100
B+,Intermediate Visual Arts South Bay,F503,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,81826_2017-08-15,50086 F503,50086,100,84,,0,89,100
A+,Holocaust History,G1055,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81835_2017-08-15,50086 G1055,50086,100,100,,0,100,100
I,DE-Modern World 1,A100,6/15/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,80703_2017-08-15,50089 A100,50089,0,,,6,,88
I,DE-English 9,B100,6/15/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,80782_2017-08-15,50089 B100,50089,0,72,,1,55,21
I,DE-Math I,C120,6/15/2018 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[_],I,80830_2017-08-15,50089 C120,50089,0,33,40,0,26,0
I,DE-Biology,D100,6/15/2018 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[X],I,80679_2017-08-15,50089 D100,50089,0,44,,2,47,77
I,DE-Spanish 1,E100,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,80803_2017-08-15,50089 E100,50089,0,,,4,72,100
F,Entrepreneurship,G022,6/15/2018 12:00:00 AM,a_f_elec,PFA?[X] Proj Score?[X] Ovrdue Proj?[X],I,81821_2017-08-15,50089 G022,50089,0,55,,3,54,71
F,Sociology of Law,G102,6/15/2018 12:00:00 AM,a_f_elec,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,81832_2017-08-15,50089 G102,50089,0,85,,2,60,0
B,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,80809_2017-08-15,50090 A200,50090,13,88,,0,84,100
A-,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,80675_2017-08-15,50090 B200,50090,33,94,,0,90,100
B,DE-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,80726_2017-08-15,50090 C220,50090,16,89,91,0,86,100
B,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,80798_2017-08-15,50090 D300,50090,12,91,,0,86,100
A-,Intermediate Visual Arts South Bay,F503,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,81826_2017-08-15,50090 F503,50090,100,86,,0,90,100
A+,Holocaust History,G1055,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81835_2017-08-15,50090 G1055,50090,100,100,,0,100,100
A+,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80809_2017-08-15,50091 A200,50091,93,98,,0,98,100
A+,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80731_2017-08-15,50091 B200,50091,100,95,,0,97,100
A-,DE-Math III,C320,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,80697_2017-08-15,50091 C320,50091,100,82,93,0,92,100
A+,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80727_2017-08-15,50091 D300,50091,100,97,,0,98,100
A-,DE-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,80714_2017-08-15,50091 E200,50091,66,,,0,91,100
A+,Sociology of Law,G102,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81832_2017-08-15,50091 G102,50091,100,95,,0,97,100
A-,Intro to Programming,G103,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,81824_2017-08-15,50091 G103,50091,100,88,,0,92,100
A-,RA-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,79853_2017-08-15,50100 A200,50100,33,95,,0,91,100
A-,RA-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,79823_2017-08-15,50100 B200,50100,100,86,,0,90,100
B,RA-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,79874_2017-08-15,50100 C220,50100,33,90,86,0,85,100
B-,RA-Chemistry 10th,D200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,79982_2017-08-15,50100 D200,50100,25,84,,0,82,100
A-,RA-Spanish 3,E300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,79899_2017-08-15,50100 E300,50100,12,,,0,92,100
B,Intro to Video Production (E),F511,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,81354_2017-08-15,50100 F511,50100,,,,0,85,
B-,Intro to Dramatic Arts (E),F562,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,81351_2017-08-15,50100 F562,50100,,,,0,80,
A+,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80720_2017-08-15,50108 A200,50108,100,97,,0,98,100
A+,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80731_2017-08-15,50108 B200,50108,100,99,,0,99,100
A+,DE-Math III,C320,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80697_2017-08-15,50108 C320,50108,100,100,100,0,100,100
A+,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80727_2017-08-15,50108 D300,50108,100,99,,0,99,100
A+,DE-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80728_2017-08-15,50108 E200,50108,100,,,0,100,100
P,Internship,I139,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81828_2017-08-15,50108 I139,50108,100,99,,0,99,100
A-,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,80809_2017-08-15,50109 A200,50109,20,98,,0,91,100
A-,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,80824_2017-08-15,50109 B200,50109,33,96,,0,91,100
A-,DE-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,80726_2017-08-15,50109 C220,50109,50,90,96,0,91,100
A,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,80798_2017-08-15,50109 D300,50109,37,99,,0,94,100
A+,Intermediate Visual Arts South Bay,F503,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81834_2017-08-15,50109 F503,50109,100,98,,0,99,100
A+,Sociology of Law,G102,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81832_2017-08-15,50109 G102,50109,100,100,,0,100,100
A+,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80683_2017-08-15,50111 A200,50111,100,99,,0,99,100
A+,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80731_2017-08-15,50111 B200,50111,100,100,,0,100,100
A+,DE-Math III,C320,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80697_2017-08-15,50111 C320,50111,100,96,96,0,97,100
A+,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80798_2017-08-15,50111 D300,50111,100,98,,0,99,100
A+,DE-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80728_2017-08-15,50111 E200,50111,100,,,0,100,100
P,Internship,I139,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,81828_2017-08-15,50111 I139,50111,100,89,,0,92,100
A,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,80720_2017-08-15,50114 A200,50114,73,98,,0,96,100
A+,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80675_2017-08-15,50114 B200,50114,66,100,,0,97,100
A,DE-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,80726_2017-08-15,50114 C220,50114,100,94,87,0,93,100
A+,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80798_2017-08-15,50114 D300,50114,100,97,,0,98,100
A-,DE-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,80728_2017-08-15,50114 E200,50114,66,,,0,92,100
A,Intermediate Visual Arts South Bay,F503,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,81834_2017-08-15,50114 F503,50114,100,94,,0,96,100
A-,Sociology of Law,G102,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,81832_2017-08-15,50114 G102,50114,0,100,,0,91,100
A+,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80720_2017-08-15,50119 A200,50119,100,100,,0,100,100
A+,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80731_2017-08-15,50119 B200,50119,100,100,,0,100,100
A+,DE-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80917_2017-08-15,50119 C220,50119,100,100,99,0,100,100
A+,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80727_2017-08-15,50119 D300,50119,100,99,,0,99,100
A+,DE-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80728_2017-08-15,50119 E200,50119,100,,,0,99,100
A+,Holocaust History,G1055,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81835_2017-08-15,50119 G1055,50119,100,100,,0,100,100
P,Game Programming - HS,I202,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81830_2017-08-15,50119 I202,50119,100,100,,0,100,100
A+,SH-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,79048_2017-08-15,50121 A200,50121,100,95,,0,97,100
A+,SH-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,79120_2017-08-15,50121 B200,50121,100,99,,0,99,100
A+,SH-Math II O'Connor,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,79064_2017-08-15,50121 C220,50121,100,100,93,0,97,100
A+,SH-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,79070_2017-08-15,50121 D300,50121,100,96,,0,97,100
A+,SH-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,79100_2017-08-15,50121 E200,50121,100,,,0,97,100
P,Advanced Psychology: Psychology Applied to Modern Life,I134,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,82234_2017-08-15,50121 I134,50121,100,96,,0,97,100
P,Advanced Human Rights (E),I297,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,82395_2017-08-15,50121 I297,50121,100,,,0,100,100
B+,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,80809_2017-08-15,50122 A200,50122,20,92,,0,87,100
B+,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,80675_2017-08-15,50122 B200,50122,33,93,,0,89,100
C,DE-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,80716_2017-08-15,50122 C220,50122,0,80,78,0,76,100
I,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,80727_2017-08-15,50122 D300,50122,0,87,,1,82,100
B+,Sociology of Law,G102,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,81832_2017-08-15,50122 G102,50122,0,97,,0,89,100
A+,Holocaust History,G1055,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81835_2017-08-15,50122 G1055,50122,100,98,,0,99,100
A+,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80720_2017-08-15,50123 A200,50123,100,99,,0,99,100
A+,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80731_2017-08-15,50123 B200,50123,100,100,,0,100,100
A+,DE-Math III,C320,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80697_2017-08-15,50123 C320,50123,100,100,95,0,98,100
A+,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80798_2017-08-15,50123 D300,50123,100,97,,0,98,100
A+,DE-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80728_2017-08-15,50123 E200,50123,100,,,0,100,100
A+,Intermediate Visual Arts South Bay,F503,6/15/2018 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,81826_2017-08-15,50123 F503,50123,100,100,,0,100,100
P,Psychology Exploration - DE,I1103,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,83079_2017-08-15,50123 I1103,50123,100,100,,0,100,100
A-,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,80683_2017-08-15,50129 A200,50129,6,98,,0,90,100
A,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,80675_2017-08-15,50129 B200,50129,66,94,,0,93,100
A-,DE-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,80716_2017-08-15,50129 C220,50129,66,94,88,0,90,100
A,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,80798_2017-08-15,50129 D300,50129,50,96,,0,93,100
A-,DE-Spanish 2,E200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,80728_2017-08-15,50129 E200,50129,66,,,0,90,100
P,Internship,I139,6/15/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,81828_2017-08-15,50129 I139,50129,100,93,,0,95,100
A,DE-Modern World 2,A200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,80720_2017-08-15,50130 A200,50130,100,94,,0,96,100
A,DE-English 10,B200,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,80675_2017-08-15,50130 B200,50130,100,94,,0,96,100
A,DE-Math II,C220,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,80726_2017-08-15,50130 C220,50130,100,91,93,0,95,100
A+,DE-Physics,D300,6/15/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,80725_2017-08-15,50130 D300,50130,100,97,,0,98,100
